emg_rms,emg_mav,emg_variance,emg_std,emg_waveform_length,emg_zero_crossing,emg_ssc,emg_kurtosis,emg_skewness,emg_peak,emg_median_freq,emg_mean_freq,emg_peak_freq,emg_total_power,emg_power_low,emg_power_mid,emg_power_high,label,class_name
53.35933485503433,25.30093809995532,2847.2186161716813,53.35933485503433,599668.0,12665,23328,8.282003026793696,0.0055068568060068,454.7925445292621,70.3125,84.1886922925298,50.78125,730.3102488406371,153.1819869764793,515.7726502522468,61.33293512483399,0,Non-Fatigue
20.147143759786264,9.3183687817151,405.9074016774945,20.147143759786264,380773.0,17287,32716,12.193994862724646,0.6717141210850354,235.12242954324583,105.46875,115.35466147004216,113.28125,105.42264271364536,9.542521197783064,73.88542278990218,21.981841182467164,1,Fatigue
21.825742557778256,10.35011923011072,476.3630381984129,21.825742557778256,303821.0,11760,27411,21.60853996463709,-1.207807562809527,265.82251236399605,58.59375,72.81863050298826,54.6875,124.7820458356739,43.64714956717732,72.19481280347165,8.929310812334835,1,Fatigue
23.427800469361063,12.264506558481292,548.8618348321944,23.427800469361063,289616.0,7777,24757,8.167994079466235,0.8450750199988433,196.16099773242632,62.5,74.95771134314644,46.875,140.52999647743206,40.69440099032128,92.30094462108823,7.5264320739874275,1,Fatigue
38.01045211548325,18.344001127792406,1444.7944700234448,38.01045211548325,518404.0,12130,25193,10.4690112136924,0.9366376004160702,335.1077582846004,62.5,72.5593679037321,62.5,377.9462566030671,79.24350902225703,276.9757335831599,21.71636286432156,0,Non-Fatigue
20.500853771791707,10.075689866952075,420.2850053723863,20.500853771791707,386757.0,16594,30422,10.225458752908017,-0.409723823038747,216.80460176991156,85.9375,102.80569108596386,54.6875,108.60972723529603,15.930710388350546,75.05958063162872,17.599036442953565,1,Fatigue
29.602897490859483,12.383526401615024,876.3315398543348,29.602897490859483,470011.0,17638,31512,22.41997386996788,2.234238748502787,442.11734513274337,93.75,105.35983986284825,82.03125,224.84798751469395,25.517278896292567,165.6038778582729,33.71029770806452,0,Non-Fatigue
39.3677278883054,16.73815227173413,1549.8179990876583,39.3677278883054,449231.0,15663,30897,13.333850078142412,1.2949831315783011,416.200955165692,58.59375,68.76919200566603,54.6875,396.2243208474983,103.0192243524776,274.29173592005804,18.90068352821009,1,Fatigue
66.61838295118946,28.6701749033141,4438.00894703133,66.61838295118946,779213.0,14965,29300,11.06804936535061,-1.2247134878399537,511.9119727891156,62.5,74.65765627434637,62.5,1141.3790713073265,194.75729027994225,904.6477232043908,41.941793267444645,1,Fatigue
28.9163356792675,12.6938708248855,836.1544691160788,28.9163356792675,389878.0,17344,32521,13.54669150367978,1.22605703790091,335.14275319567355,62.5,79.96901173590443,62.5,215.55858243419928,55.370308953084994,140.3838332854298,19.794469724677185,1,Fatigue
55.000176818817934,26.08712336115986,3025.019450101237,55.000176818817934,602165.0,12697,24506,10.351894016077315,1.2155459740772188,510.1016832779624,62.5,73.4962480428282,54.6875,779.50245414639,142.20707620013715,605.1374380447015,32.14373895015455,0,Non-Fatigue
21.811755874123616,10.072127092925188,475.7526943123661,21.811755874123616,292315.0,12416,28884,22.793218915721614,-0.7604455334039122,328.1458114674441,54.6875,70.41566989166878,42.96875,122.20952128123665,50.90039878194666,62.37863876167023,8.92077561717874,0,Non-Fatigue
35.06922479054872,15.88209910150838,1229.850527410037,35.06922479054872,557095.0,16254,29710,17.359704518768787,-1.567383694245542,493.886273352999,70.3125,90.5945998829323,58.59375,311.9038230352089,52.00513952294053,225.4342258345712,34.434762959616634,0,Non-Fatigue
57.95029322672515,27.241644507821498,3358.236485063427,57.95029322672515,633264.0,10534,22499,9.649172818009864,1.25877780644009,498.1593070489845,70.3125,79.62487579131118,50.78125,867.5562292266691,184.563383785335,628.411333033801,54.55737015702709,0,Non-Fatigue
62.05155856024615,27.84412698412699,3850.395919755657,62.05155856024615,554010.0,11885,24086,12.0509625991663,1.3747957853112098,510.2251700680272,58.59375,63.03890161697294,50.78125,1005.5122606270304,319.31810425549446,657.217059329173,28.965125237463965,0,Non-Fatigue
25.36910316093047,11.75565486319588,643.5913951899324,25.36910316093047,418217.0,14778,30259,12.734231811808655,1.0390998843095045,288.13571288102264,74.21875,95.63451811502048,62.5,165.98909714648866,29.662387090258697,111.76173503961763,24.549950769691037,0,Non-Fatigue
13.216860381835817,6.3731260392156965,174.68539835294118,13.216860381835817,246645.0,15981,32525,11.642583861245376,0.3282502888693736,141.97799999999995,74.21875,99.4277835616117,50.78125,45.48690078138161,10.194233283076464,27.795912767912448,7.485937489134598,1,Fatigue
43.79946908705656,19.65662296831956,1918.3934923080235,43.79946908705656,590599.0,14224,28233,16.980705289882394,-1.5696232489364754,502.7821590909091,54.6875,69.84447685707492,54.6875,489.7997526725169,165.40189843768246,292.45088147689563,31.9282432746994,1,Fatigue
83.48873919349117,38.62328664647215,6970.369572118789,83.48873919349117,924865.0,10651,22066,11.547507912701038,1.963159679655089,511.5710034602076,70.3125,82.15224536198416,58.59375,1814.235220979556,353.46217944568104,1314.746146562028,145.98982650156694,0,Non-Fatigue
